2006,1,1,0,1,0,5.3,2.5,20.0,32.8
2006,1,1,1,1,0,5.5,0.0,20.0,34.8
2006,1,3,2,1,0,5.4,0.0,22.0,32.8
2006,1,3,3,1,0,6.0,2.5,23.0,35.8
2006,1,3,4,1,0,7.1,3.0,25.0,32.4
2006,1,4,5,1,0,7.3,3.1,20.0,32.1
2006,1,4,6,1,0,7.4,3.3,23.4,32.0
2006,1,4,7,1,0,5.3,1.0,23.5,32.0
2006,1,5,8,1,0,5.1,0.0,26.7,36.8
2006,1,5,9,1,0,5.7,2.5,21.3,22.8
2006,1,6,10,1,0,5.8,2.8,23.9,12.8
2006,1,6,11,1,0,5.7,1.9,21.1,39.1
2006,1,6,12,1,0,5.3,2.5,20.0,32.8
2006,1,6,13,1,0,5.5,0.0,20.0,34.8
2006,1,6,14,1,0,5.4,0.0,22.0,32.8
2006,1,7,15,1,0,6.0,2.5,23.0,35.8
2006,1,7,16,1,0,7.1,3.0,25.0,32.4
2006,1,8,17,1,0,7.3,3.1,20.0,32.1
2006,1,8,18,1,0,7.4,3.3,23.4,32.0
2006,1,8,19,1,0,5.3,1.0,23.5,32.0
2006,1,9,20,1,0,5.1,0.0,26.7,36.8
2006,1,10,21,1,0,5.7,2.5,21.3,22.8
2006,1,11,22,1,0,5.8,2.8,23.9,12.8
2006,1,12,4,1,0,5.7,1.9,21.1,39.1
2006,1,12,5,1,0,5.3,2.5,20.0,32.8
2006,1,12,6,1,0,5.5,0.0,20.0,34.8
2006,1,12,7,1,0,5.4,0.0,22.0,32.8
2006,1,13,8,1,0,6.0,2.5,23.0,35.8
2006,1,13,9,1,0,7.1,3.0,25.0,32.4
2006,1,14,10,1,0,7.3,3.1,20.0,32.1
2006,1,14,11,1,0,7.4,3.3,23.4,32.0
2006,1,15,7,1,0,5.3,1.0,23.5,32.0
2006,1,16,8,1,0,5.1,0.0,26.7,36.8
2006,1,17,9,1,0,5.7,2.5,21.3,22.8
2006,1,18,10,1,0,5.8,2.8,23.9,12.8
2006,1,18,11,1,0,5.7,1.9,21.1,39.1
2006,1,18,12,1,0,5.3,2.5,20.0,32.8
2006,1,18,13,1,0,5.5,0.0,20.0,34.8
2006,1,19,14,1,0,5.4,0.0,22.0,32.8
2006,1,20,8,1,0,6.0,2.5,23.0,35.8
2006,1,21,15,1,0,7.1,3.0,25.0,32.4
2006,1,21,16,1,0,7.3,3.1,20.0,32.1
2006,1,21,17,1,0,7.4,3.3,23.4,32.0
2006,1,22,18,1,0,5.3,1.0,23.5,32.0
2006,1,22,19,1,0,5.1,0.0,26.7,36.8
2006,1,22,20,1,0,5.7,2.5,21.3,22.8
2006,1,23,21,1,0,5.8,2.8,23.9,12.8
2006,1,24,22,1,0,5.7,1.9,21.1,39.1
2006,1,25,6,1,0,7.4,3.3,23.4,32.0
2006,1,25,7,1,0,5.3,1.0,23.5,32.0
2006,1,26,8,1,0,5.1,0.0,26.7,36.8
2006,1,26,9,1,0,5.7,2.5,21.3,22.8
2006,1,26,10,1,0,5.8,2.8,23.9,12.8
2006,1,27,11,1,0,5.7,1.9,21.1,39.1
2006,1,28,12,1,0,5.3,1.0,23.5,32.0
2006,1,28,19,1,0,5.1,0.0,26.7,36.8
2006,1,28,20,1,0,5.7,2.5,21.3,22.8
2006,1,29,21,1,0,5.8,2.8,23.9,12.8
2006,1,29,22,1,0,5.7,1.9,21.1,39.1
2006,1,30,23,1,0,5.3,2.5,20.0,32.8
2006,1,31,0,1,0,5.5,0.0,20.0,34.8
2006,2,2,1,1,0,5.4,0.0,22.0,32.8
2006,2,3,2,1,0,6.0,2.5,23.0,35.8
2006,2,3,3,1,0,7.1,3.0,25.0,32.4
2006,2,3,4,1,0,7.3,3.1,20.0,32.1
2006,2,4,5,1,0,7.4,3.3,23.4,32.0
2006,2,4,6,1,0,5.3,1.0,23.5,32.0
2006,2,4,7,1,0,5.1,0.0,26.7,36.8
2006,2,5,8,1,0,5.7,2.5,21.3,22.8
2006,2,5,9,1,0,5.8,2.8,23.9,12.8
2006,2,6,10,1,0,5.7,1.9,21.1,39.1
2006,2,6,11,1,0,5.3,2.5,20.0,32.8
2006,2,6,12,1,0,5.5,0.0,20.0,34.8
2006,2,6,13,1,0,5.4,0.0,22.0,32.8
2006,2,6,14,1,0,6.0,2.5,23.0,35.8
2006,2,7,15,1,0,7.1,3.0,25.0,32.4
2006,2,7,16,1,0,7.3,3.1,20.0,32.1
2006,2,8,17,1,0,7.4,3.3,23.4,32.0
2006,2,8,18,1,0,5.3,1.0,23.5,32.0
2006,2,8,19,1,0,5.1,0.0,26.7,36.8
2006,2,9,20,1,0,5.7,2.5,21.3,22.8
2006,2,10,21,1,0,5.8,2.8,23.9,12.8
2006,2,11,22,1,0,5.7,1.9,21.1,39.1
2006,2,11,23,1,0,5.3,2.5,20.0,32.8
2006,2,12,0,1,0,5.5,0.0,20.0,34.8
2006,2,12,1,1,0,5.4,0.0,22.0,32.8
2006,2,12,2,1,0,6.0,2.5,23.0,35.8
2006,2,13,3,1,0,7.1,3.0,25.0,32.4
2006,2,13,4,1,0,7.3,3.1,20.0,32.1
2006,2,14,5,1,0,7.4,3.3,23.4,32.0
2006,2,14,6,1,0,5.3,1.0,23.5,32.0
2006,2,15,7,1,0,5.1,0.0,26.7,36.8
2006,2,16,8,1,0,5.7,2.5,21.3,22.8
2006,2,17,9,1,0,5.8,2.8,23.9,12.8
2006,2,18,10,1,0,5.7,1.9,21.1,39.1
2006,2,18,11,1,0,5.3,2.5,20.0,32.8

